,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
4540,Learn R Language Easy Way,FAMILY,4.1,0.017,2.2,10000.0,Free,0.0,Everyone,Education,"September 24, 2017",1.22,4.0.3 and up
4541,.R,TOOLS,4.5,0.259,0.203,10000.0,Free,0.0,Everyone,Tools,"September 16, 2014",1.1.06,1.5 and up
4542,R-TYPE II,GAME,4.3,5.682,37.0,50000.0,Paid,1.99,Everyone,Arcade,"March 2, 2017",1.1.5,2.3.3 and up
4544,R Programming Solution,FAMILY,3.9,0.169,7.7,10000.0,Free,0.0,Everyone,Education,"June 20, 2016",1.0.3,4.0 and up
4545,Learn R - Programming Concepts,FAMILY,3.5,0.006,2.9,1000.0,Free,0.0,Everyone,Education,"April 25, 2017",1.0.1,4.0.3 and up
4547,Car Parking Nissan GT-R R35 Simulator,FAMILY,3.2,0.513,34.0,100000.0,Free,0.0,Everyone,Simulation,"December 5, 2017",1.0,4.0 and up
4552,R-net for Android,PRODUCTIVITY,3.3,0.048,0.058,5000.0,Free,0.0,Everyone,Productivity,"August 7, 2013",1.0,3.1 and up
4553,R File Manager,TOOLS,4.8,0.017,6.7,50.0,Free,0.0,Everyone,Tools,"May 5, 2018",v2,4.4 and up
4554,R-TYPE,GAME,4.5,7.687,23.0,100000.0,Paid,1.99,Everyone,Arcade,"February 27, 2017",2.3.1,2.3.3 and up
4556,Day R Premium,FAMILY,4.8,51.068,57.0,100000.0,Paid,4.99,Teen,Role Playing,"June 21, 2018",1.574,4.0.3 and up
4558,R Bank,FINANCE,4.3,0.09,13.0,5000.0,Free,0.0,Everyone,Finance,"May 30, 2018",5.9.1.0,5.0 and up
4559,Elemental Knights R Platinum,FAMILY,3.8,2.925,93.0,50000.0,Paid,4.77,Teen,Role Playing,"August 1, 2018",6.2.1,4.1 and up
4560,Wonder5 Masters R,FAMILY,4.1,1.655,83.0,100000.0,Free,0.0,Everyone,Role Playing,"August 2, 2018",1.1.52,4.3 and up
4563,R. Lee Ermey's Official Sound,FAMILY,4.2,1.696,2.7,100000.0,Free,0.0,Mature 17+,Entertainment,"September 19, 2012",1.4,2.1 and up
4568,"360 Security - Free Antivirus, Booster, Cleaner",TOOLS,4.6,16771.865,,100000000.0,Free,0.0,Everyone,Tools,"August 4, 2018",Varies with device,Varies with device
4569,S Player - Lightest and Most Powerful Video Player,TOOLS,4.6,14.224,7.1,1000000.0,Free,0.0,Everyone,Tools,"October 12, 2017",1.0.98_ww,2.3 and up
4570,Offroad Pickup Truck S,FAMILY,4.2,5.178,20.0,1000000.0,Free,0.0,Everyone,Simulation,"October 10, 2017",1.7,2.3 and up
4572,Type S LED,LIFESTYLE,3.5,0.628,,100000.0,Free,0.0,Everyone,Lifestyle,"August 14, 2017",Varies with device,4.3 and up
4573,S Note,PRODUCTIVITY,4.1,12.435,31.0,10000000.0,Free,0.0,Everyone,Productivity,"September 26, 2017",Varies with device,6.0 and up
4575,Stupid Zombies,GAME,4.5,464.9,33.0,10000000.0,Free,0.0,Teen,Arcade,"June 27, 2018",2.0.5,4.2 and up
4576,S’more - Earn Cash Rewards,PRODUCTIVITY,4.1,15.097,14.0,1000000.0,Free,0.0,Everyone,Productivity,"July 23, 2018",1.6.0,4.2 and up
4578,Samsung Smart Switch Mobile,TOOLS,4.3,146.913,24.0,100000000.0,Free,0.0,Everyone,Tools,"July 18, 2018",3.5.02.15,4.0 and up
4579,"S S9 Launcher - Galaxy S8/S9 Launcher, theme, cool",TOOLS,4.4,22.503,6.5,1000000.0,Free,0.0,Everyone,Tools,"July 6, 2018",4.1,4.1 and up
4580,Five Nights at Freddy's 2 Demo,FAMILY,4.3,1503.544,40.0,50000000.0,Free,0.0,Teen,Strategy,"November 15, 2014",1.07,2.3 and up
4581,Crime Wars S. Andreas,GAME,4.3,5.785,93.0,500000.0,Free,0.0,Teen,Racing,"April 12, 2017",1.2,2.3 and up
4582,S Pen Keeper,TOOLS,3.8,0.56,0.314,50000.0,Free,0.0,Everyone,Tools,"June 8, 2018",2.1.0.032,4.0.3 and up
4583,SH Script Runner,PRODUCTIVITY,3.9,0.334,3.7,50000.0,Free,0.0,Everyone,Productivity,"January 2, 2018",1.07,4.1 and up
4584,City Taxi Driver sim 2016: Cab simulator Game-s,FAMILY,4.1,16.111,57.0,1000000.0,Free,0.0,Everyone,Simulation,"June 12, 2018",1.11,4.1 and up
4587,Tinder,LIFESTYLE,4.0,2789.775,68.0,100000000.0,Free,0.0,Mature 17+,Lifestyle,"August 2, 2018",9.5.0,4.4 and up
4590,T-Mobile,TOOLS,4.3,482.63,,10000000.0,Free,0.0,Everyone,Tools,"August 3, 2018",Varies with device,Varies with device
4591,Dino T-Rex,GAME,4.0,69.115,2.4,10000000.0,Free,0.0,Everyone,Arcade,"June 13, 2018",1.36,4.1 and up
4594,AT&T U-verse,FAMILY,3.7,38.606,96.0,1000000.0,Free,0.0,Everyone,Entertainment,"June 13, 2018",5.9.0.0031,4.1 and up
4596,T Uploader,FAMILY,4.1,0.075,2.2,10000.0,Free,0.0,Everyone,Education,"November 24, 2017",0.1.5,4.0 and up
4598,AT&T Digital Life,LIFESTYLE,4.1,10.067,,1000000.0,Free,0.0,Everyone,Lifestyle,"December 7, 2017",Varies with device,4.3 and up
4599,DIRECTV Remote App,FAMILY,3.0,0.48,19.0,1000000.0,Free,0.0,Everyone,Entertainment,"August 31, 2017",2.40,6.0 and up
4600,AT&T Smart Limits℠,LIFESTYLE,3.8,2.3,,10000000.0,Free,0.0,Everyone,Lifestyle,"March 7, 2017",Varies with device,Varies with device
4601,T-Mobile Tuesdays,LIFESTYLE,4.0,53.144,21.0,5000000.0,Free,0.0,Everyone,Lifestyle,"July 13, 2018",4.8.0,5.0 and up
4603,AT&T Mobile Transfer,PRODUCTIVITY,4.6,22.775,26.0,10000000.0,Free,0.0,Everyone,Productivity,"July 31, 2018",3.8.2,4.4 and up
4604,T-Mobile Content Transfer,PRODUCTIVITY,4.1,0.37,29.0,500000.0,Free,0.0,Everyone,Productivity,"January 25, 2018",2.1.5,4.0 and up
4605,T-Mobile Visual Voicemail,TOOLS,3.6,41.502,,50000000.0,Free,0.0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device
4606,I Can't Wake Up!,TOOLS,4.7,0.963,3.7,10000.0,Paid,2.99,Everyone,Tools,"May 25, 2018",3.4.0,4.0 and up
4607,AT&T FamilyMap®,TOOLS,3.5,21.592,25.0,10000000.0,Free,0.0,Everyone,Tools,"October 24, 2017",10.1.1,4.0.3 and up
4612,Don't Starve: Pocket Edition,GAME,4.4,17.988,7.9,100000.0,Paid,4.99,Teen,Adventure,"July 25, 2018",1.06,5.0 and up
4613,"Please, Don't Touch Anything",FAMILY,4.4,1.771,46.0,10000.0,Paid,4.99,Teen,Puzzle,"April 20, 2016",1.1.0,2.3 and up
4616,Please Don't Touch Anything 3D,FAMILY,4.2,0.146,20.0,5000.0,Paid,5.99,Teen,Puzzle,"December 7, 2016",1.1,4.4 and up
4618,Don't touch my phone,TOOLS,3.8,21.943,2.3,5000000.0,Free,0.0,Everyone,Tools,"October 19, 2016",30,2.3 and up
4619,Don't Starve: Shipwrecked,GAME,4.1,1.468,4.9,10000.0,Paid,4.99,Teen,Adventure,"July 10, 2018",0.16,5.0 and up
4620,Ludo - Don't get angry,GAME,4.2,0.131,23.0,1000.0,Paid,1.61,Everyone,Board,"February 24, 2016",1.6.3,2.3.3 and up
4621,Jurassic Life: T Rex Simulator,FAMILY,4.2,1.088,35.0,10000.0,Paid,0.99,Everyone 10+,Simulation,"August 19, 2014",1.2,2.0.1 and up
4623,T-shirt design - Snaptee,LIFESTYLE,4.2,29.756,45.0,1000000.0,Free,0.0,Everyone,Lifestyle,"July 19, 2018",1.1.6.1,4.1 and up
4625,T. Rowe Price Personal® App,FINANCE,4.5,1.057,4.5,50000.0,Free,0.0,Everyone,Finance,"July 6, 2018",1.7,6.0 and up
4626,Můj T-Mobile Business,PRODUCTIVITY,3.7,10.49,5.8,1000000.0,Free,0.0,Everyone,Productivity,"July 24, 2018",3.1.7,4.1 and up
4627,U by BB&T,FINANCE,4.3,16.6,24.0,1000000.0,Free,0.0,Everyone,Finance,"June 19, 2018",1.7.7,4.4 and up
4630,Hollywood U: Rising Stars,FAMILY,4.2,233.588,74.0,5000000.0,Free,0.0,Teen,Simulation,"April 21, 2017",3.8.0,4.0.3 and up
4631,U-Dictionary: Best English Learning Dictionary,FAMILY,4.5,166.886,21.0,10000000.0,Free,0.0,Everyone 10+,Education,"July 29, 2018",3.6.2,4.0.3 and up
4635,ENCHANT U,FAMILY,4.3,83.977,11.0,500000.0,Free,0.0,Everyone,Casual,"November 8, 2012",1.2.2,2.1 and up
4637,Kicker U,LIFESTYLE,4.1,0.124,37.0,5000.0,Paid,3.99,Everyone,Lifestyle,"June 13, 2018",3.04,4.0.3 and up
4640,Kicker U Lite,LIFESTYLE,4.1,0.438,26.0,50000.0,Free,0.0,Everyone,Lifestyle,"September 27, 2013",2.0.0,2.1 and up
4641,U-Scan,TOOLS,3.4,0.784,42.0,50000.0,Free,0.0,Everyone,Tools,"September 29, 2016",1.2.6 (94),2.2 and up
4644,Channel U,FAMILY,4.6,0.034,14.0,1000.0,Free,0.0,Everyone,Entertainment,"May 21, 2018",1.3,4.1 and up
4645,"Parallel U - App Cloner, Duals APP, tarallel",TOOLS,4.1,3.315,5.1,500000.0,Free,0.0,Everyone,Tools,"May 15, 2018",1.0.24,4.1 and up
4647,Wii U Simulator,FAMILY,3.4,1.178,38.0,100000.0,Free,0.0,Everyone 10+,Simulation,"April 8, 2018",1.0.1,5.0 and up
4649,U get - Wireless Speed Test,TOOLS,4.2,0.026,2.2,5000.0,Free,0.0,Everyone,Tools,"June 4, 2018",1.3.5,4.0 and up
4650,U Guard,TOOLS,3.0,0.245,3.5,10000.0,Free,0.0,Everyone,Tools,"August 31, 2016",1.1.6.6,2.3 and up
4651,DRC Sim - Wii U Gamepad,FAMILY,2.4,0.21,4.0,10000.0,Free,0.0,Everyone,Casual,"June 25, 2017",2.0,2.3 and up
4655,U Assist - Screen Mirroring & Sharing App,PRODUCTIVITY,4.0,0.198,3.5,50000.0,Free,0.0,Everyone,Productivity,"January 26, 2017",2.0.16,2.3 and up
4656,U+Box,PRODUCTIVITY,3.8,24.517,22.0,10000000.0,Free,0.0,Everyone,Productivity,"May 23, 2018",4.2.17,5.0 and up
4657,Wi u Emulator,FAMILY,2.4,0.468,7.2,10000.0,Free,0.0,Everyone,Entertainment,"March 3, 2018",0.0.1,4.1 and up
4659,U of I Community Credit Union,FINANCE,3.7,0.052,13.0,5000.0,Free,0.0,Everyone,Finance,"May 4, 2018",4.16.10,4.4 and up
4662,U-Craft Mobile,FAMILY,4.2,11.404,30.0,100000.0,Free,0.0,Everyone,Strategy,"September 11, 2017",1.0.14,4.0.3 and up
4663,Alarmy (Sleep If U Can) - Pro,LIFESTYLE,4.8,10.249,,10000.0,Paid,2.49,Everyone,Lifestyle,"July 30, 2018",Varies with device,Varies with device
4664,U-Disco,FAMILY,3.6,0.906,0.196,100000.0,Free,0.0,Everyone,Entertainment,"February 5, 2014",1.7.3,2.3 and up
4665,SAY-U,FAMILY,3.2,1.011,,100000.0,Free,0.0,Teen,Entertainment,"July 13, 2018",Varies with device,4.1 and up
4666,Be U Salons Hair-Beauty Deals In Delhi & Bangalore,LIFESTYLE,4.0,0.889,16.0,100000.0,Free,0.0,Everyone,Lifestyle,"August 2, 2018",1.1.4.38,4.2 and up
4667,U-48 Submarine Commander Free,GAME,3.5,4.575,3.8,500000.0,Free,0.0,Everyone,Arcade,"October 7, 2017",1.24,4.0.3 and up
4669,Remote For ATT U-verse TV - NOW FREE,TOOLS,2.5,0.02,26.0,5000.0,Free,0.0,Everyone,Tools,"July 25, 2018",6.1.5,4.2 and up
4670,Pocket U ASW,FAMILY,3.9,0.093,28.0,10000.0,Free,0.0,Everyone,Education,"July 25, 2018",3.0.6,4.2 and up
4671,V LIVE - Star Live App,FAMILY,4.4,397.147,,10000000.0,Free,0.0,Teen,Entertainment,"August 2, 2018",Varies with device,Varies with device
4672,Identity V,GAME,4.2,109.263,38.0,1000000.0,Free,0.0,Teen,Action,"July 10, 2018",1.0.144431,4.1 and up
4675,Grand Theft Auto V: The Manual,FAMILY,4.1,182.103,6.9,5000000.0,Free,0.0,Teen,Entertainment,"July 31, 2018",5.0.12,3.0 and up
4677,V for Voodoo,GAME,4.2,16.876,59.0,1000000.0,Free,0.0,Teen,Trivia,"June 28, 2018",3.0.1,6.0 and up
4678,Sin City Crime Simulator V - Gangster,GAME,4.2,2.113,67.0,100000.0,Free,0.0,Everyone 10+,Action,"April 23, 2018",Varies with device,4.0.3 and up
4679,The Gang Sniper V. Pocket Edition.,GAME,3.9,6.121,61.0,500000.0,Free,0.0,Mature 17+,Action,"June 20, 2018",2.1,4.1 and up
4680,Vimeo,FAMILY,3.9,85.578,,10000000.0,Free,0.0,Teen,Entertainment,"August 1, 2018",Varies with device,Varies with device
4689,Mod GTA V for MCPE,FAMILY,3.3,4.288,10.0,500000.0,Free,0.0,Everyone,Entertainment,"April 23, 2018",1.2.3.4.5,4.0.3 and up
4691,San Andreas: Gang Crime V,GAME,4.1,2.399,42.0,100000.0,Free,0.0,Mature 17+,Action,"January 28, 2018",1.0.1,2.3 and up
4692,The Grand Bike V,FAMILY,3.8,3.478,95.0,1000000.0,Free,0.0,Everyone,Simulation,"February 24, 2018",4.0,4.1 and up
4694,FINAL FANTASY V,FAMILY,4.5,15.924,4.2,100000.0,Paid,7.99,Teen,Role Playing,"March 15, 2017",1.2.1,4.0 and up
4703,Cheats for GTA V,FAMILY,4.2,0.45,5.9,100000.0,Free,0.0,Everyone,Entertainment,"July 29, 2018",6,4.0 and up
4704,V for Vampire - Free,FAMILY,4.3,2.772,35.0,500000.0,Free,0.0,Teen,Puzzle,"September 20, 2014",1.0.1,2.1 and up
4705,Get Free V-bucks_fortnite Hints,FAMILY,4.7,1.997,1.8,5000.0,Free,0.0,Everyone,Entertainment,"July 21, 2018",1.0,4.4 and up
4707,v-view,FAMILY,3.6,0.309,19.0,10000.0,Free,0.0,Everyone,Entertainment,"June 22, 2017",1.1.0.0402,4.2 and up
4708,Mental Hospital V,GAME,4.2,2.46,25.0,50000.0,Paid,0.99,Mature 17+,Action,"November 19, 2016",1.04,4.2 and up
4709,Grand Stickman Cover V,GAME,4.0,1.744,37.0,100000.0,Free,0.0,Mature 17+,Action,"May 19, 2018",1.0.1,4.1 and up
4710,Cheat Codes for GTA V,FAMILY,4.3,0.589,3.6,100000.0,Free,0.0,Mature 17+,Entertainment,"September 3, 2017",1.8.0,4.0 and up
4711,DRAGON QUEST V,FAMILY,4.7,1.667,17.0,10000.0,Paid,14.99,Teen,Role Playing,"August 1, 2018",1.0.3,2.3 and up
4713,Easy V-Bux free,FAMILY,4.6,0.856,2.9,5000.0,Free,0.0,Everyone,Entertainment,"July 17, 2018",1.0,2.1 and up
4722,Words With Friends Classic,GAME,4.3,1704.112,,50000000.0,Free,0.0,Everyone,Word,"July 11, 2018",Varies with device,Varies with device
4723,Fantasy Squad W,FAMILY,4.3,2.142,47.0,50000.0,Free,0.0,Everyone 10+,Role Playing,"April 16, 2018",1.5.4,4.1 and up
4729,Ace Screen Recorder w facecam,TOOLS,4.2,2.447,2.5,100000.0,Free,0.0,Everyone,Tools,"December 26, 2017",1.19,5.0 and up
4730,WIFI WPS WPA TESTER,TOOLS,4.3,352.097,6.7,10000000.0,Free,0.0,Everyone,Tools,"June 12, 2018",3.8.5,4.0 and up
4731,Flashlight Free w/ compass,TOOLS,4.0,0.075,1.9,10000.0,Free,0.0,Everyone,Tools,"March 15, 2017",2.5,2.2 and up
4732,"App Lock: Locker w/ fingerprint, Parental Control",TOOLS,4.5,37.607,,1000000.0,Free,0.0,Everyone,Tools,"April 4, 2018",Varies with device,Varies with device
4734,Open in WhatsApp (click to chat),TOOLS,4.2,12.121,0.079,1000000.0,Free,0.0,Everyone,Tools,"August 1, 2018",1.12,2.3.3 and up
4736,WowBox,LIFESTYLE,4.4,101.957,8.2,5000000.0,Free,0.0,Everyone,Lifestyle,"April 23, 2018",2.11.0,4.0.3 and up
4738,WPSApp,TOOLS,4.4,95.08,3.1,10000000.0,Free,0.0,Everyone,Tools,"August 3, 2018",1.6.22,4.1 and up
4745,Draw Something Classic,GAME,4.2,1092.106,43.0,50000000.0,Free,0.0,Everyone,Word,"July 28, 2018",2.400.022,4.4 and up
4746,X-VPN - Free Unlimited VPN Proxy,TOOLS,4.5,40.617,21.0,5000000.0,Free,0.0,Everyone,Tools,"July 31, 2018",65.0,4.1 and up
4750,"Phone X Launcher, OS 11 iLauncher & Control Center",TOOLS,4.2,54.063,16.0,5000000.0,Free,0.0,Everyone,Tools,"June 1, 2018",2.7.2,4.1 and up
4751,Lock Screen Phone X Style OS 11,TOOLS,4.4,1.166,13.0,100000.0,Free,0.0,Everyone,Tools,"March 26, 2018",8.8,4.3 and up
4752,Nose Doctor X: Booger Mania,FAMILY,3.2,37.584,34.0,5000000.0,Free,0.0,Everyone,Casual;Pretend Play,"August 31, 2016",1.0.8,4.1 and up
4753,Control Center iOS 11 - Phone X Control Panel,TOOLS,4.1,1.925,8.3,100000.0,Free,0.0,Everyone,Tools,"November 15, 2017",3.1,4.4 and up
4756,X-plore File Manager,TOOLS,4.6,168.487,6.4,10000000.0,Free,0.0,Everyone,Tools,"June 26, 2018",4.01.00,4.3 and up
4757,Flashlight X,TOOLS,4.6,20.418,4.3,1000000.0,Free,0.0,Everyone,Tools,"April 8, 2018",4.54,4.0 and up
4758,iSwipe Phone X,TOOLS,4.7,58.366,6.3,1000000.0,Free,0.0,Everyone,Tools,"December 7, 2017",1.0,4.1 and up
4760,X Home Bar - Free,TOOLS,4.6,4.21,1.9,100000.0,Free,0.0,Everyone,Tools,"June 18, 2018",1.5.0,4.1 and up
4761,[ROOT] X Privacy Installer,TOOLS,4.2,12.147,0.118,1000000.0,Free,0.0,Everyone,Tools,"January 25, 2015",1.18,4.0.3 and up
4762,Extreme X Ray Robot Stunts,GAME,4.3,10.806,49.0,5000000.0,Free,0.0,Everyone,Racing,"May 9, 2017",1.5.1,4.0 and up
4763,Xray Scanner Prank,FAMILY,3.3,355.837,3.7,10000000.0,Free,0.0,Everyone,Entertainment,"December 7, 2016",14.0,2.3 and up
4765,The X-Files: Deep State - Hidden Object Adventure,FAMILY,4.5,22.018,53.0,500000.0,Free,0.0,Teen,Casual,"July 18, 2018",2.6.1,5.0 and up
4767,Casino X - Free Online Slots,GAME,4.5,30.515,,1000000.0,Free,0.0,Teen,Casino,"May 22, 2018",2.92,4.0 and up
4768,X-WOLF,GAME,4.2,4.878,27.0,100000.0,Free,0.0,Everyone 10+,Adventure,"February 2, 2018",1.2.0,4.1 and up
4770,X-Plane 10 Flight Simulator,FAMILY,4.2,63.197,11.0,1000000.0,Free,0.0,Everyone,Simulation,"June 27, 2018",Varies with device,Varies with device
4773,X-Plane to GPS,TOOLS,4.2,0.161,1.2,5000.0,Paid,0.99,Everyone,Tools,"March 4, 2018",1.62,4.4 and up
4774,Control Center iOS 11 - Phone X notifications,TOOLS,4.3,0.514,8.4,50000.0,Free,0.0,Everyone,Tools,"February 12, 2018",1.8,4.4 and up
4777,Hero Fighter X,GAME,4.5,24.21,45.0,500000.0,Free,0.0,Teen,Action,"November 13, 2015",1.091,2.2 and up
4778,Slendrina X,GAME,4.4,12.736,56.0,1000000.0,Free,0.0,Teen,Arcade,"December 18, 2017",1.02,4.0 and up
4781,"Decibel X PRO - Sound Meter dBA, Noise Detector",TOOLS,4.3,0.06,6.9,1000.0,Paid,3.99,Everyone,Tools,"July 11, 2018",4.4.1,4.1 and up
4782,Flight Simulator X 2016 Free,FAMILY,3.8,44.636,,1000000.0,Free,0.0,Everyone,Simulation,"January 23, 2017",Varies with device,Varies with device
4783,Robocar X Ray,GAME,4.5,3.432,99.0,1000000.0,Free,0.0,Mature 17+,Action,"January 23, 2017",1.0,2.3 and up
4784,Space X: Sky Wars of Air Force,GAME,4.5,10.748,47.0,1000000.0,Free,0.0,Everyone,Arcade,"August 4, 2018",4.0,4.1 and up
4787,X-ray scanner simulator,FAMILY,2.7,1.616,3.0,500000.0,Free,0.0,Everyone,Casual,"January 8, 2017",7.0,2.1 and up
4788,X Construction,FAMILY,4.5,18.612,8.5,100000.0,Paid,1.49,Everyone,Puzzle,"July 28, 2015",1.57,2.3 and up
4789,X Home Bar - Home Bar Gesture Pro,TOOLS,4.0,0.088,2.0,10000.0,Paid,1.99,Everyone,Tools,"July 2, 2018",1.5,4.3 and up
4790,PLAYBULB X,LIFESTYLE,2.9,2.16,15.0,100000.0,Free,0.0,Everyone,Lifestyle,"June 25, 2018",1.6.5,4.3 and up
4791,X-Wing Squadron Builder,FAMILY,4.6,5.898,50.0,100000.0,Free,0.0,Everyone,Entertainment,"August 1, 2017",3.3.8.03082017,1.6 and up
4792,YouTube TV - Watch & Record Live TV,FAMILY,4.4,38.517,17.0,1000000.0,Free,0.0,Teen,Entertainment,"August 2, 2018",2.29.2,5.0 and up
4794,JW Caleb y Sofia,FAMILY,4.6,5.227,1.9,500000.0,Free,0.0,Everyone,Education,"November 20, 2015",1.0,4.0.3 and up
4795,Boomerang Make and Race,FAMILY,4.4,281.448,70.0,10000000.0,Free,0.0,Everyone,Racing;Action & Adventure,"June 1, 2018",1.5.0,4.0 and up
4797,Talking Tom & Ben News,FAMILY,4.4,1131.937,41.0,100000000.0,Free,0.0,Everyone,Entertainment,"April 30, 2018",2.4.0.7,4.1 and up
4798,Vegas Crime Simulator,FAMILY,4.2,721.646,99.0,50000000.0,Free,0.0,Teen,Simulation,"August 2, 2018",2.7,4.1 and up
4799,PewDiePie's Tuber Simulator,FAMILY,4.8,1499.466,96.0,10000000.0,Free,0.0,Teen,Casual,"July 24, 2018",1.25.0,4.1 and up
4801,Real Gangster Crime,GAME,4.3,285.814,84.0,10000000.0,Free,0.0,Teen,Action,"June 26, 2018",3.5,4.0 and up
4802,Antivirus & Mobile Security,TOOLS,4.6,351.267,5.0,10000000.0,Free,0.0,Everyone,Tools,"February 9, 2018",3.1.0,4.0 and up
4803,Flashlight Ultimate,TOOLS,4.6,16.936,5.0,1000000.0,Free,0.0,Everyone,Tools,"January 25, 2018",2.94,4.0 and up
4806,Gangster Town,GAME,4.1,74.842,99.0,5000000.0,Free,0.0,Teen,Action,"December 22, 2016",1.7,2.3 and up
4807,Rope Hero 3,GAME,4.4,45.871,99.0,5000000.0,Free,0.0,Teen,Action,"May 8, 2017",1.6,2.3 and up
4808,Avast Mobile Security 2018 - Antivirus & App Lock,TOOLS,4.5,5180.48,26.0,100000000.0,Free,0.0,Everyone,Tools,"August 1, 2018",6.11.4,4.1 and up
4810,NQ Mobile Security & Antivirus,PRODUCTIVITY,4.4,427.185,,10000000.0,Free,0.0,Teen,Productivity,"June 8, 2018",Varies with device,Varies with device
4811,yHomework - Math Solver,FAMILY,4.2,50.771,,1000000.0,Free,0.0,Everyone,Education,"May 12, 2016",Varies with device,Varies with device
4813,Z Origins - (Z The Game),FAMILY,4.6,4.421,37.0,50000.0,Paid,2.99,Teen,Strategy,"November 5, 2014",1.77,2.2 and up
4814,ZArchiver,TOOLS,4.5,337.242,,10000000.0,Free,0.0,Everyone,Tools,"February 16, 2018",Varies with device,Varies with device
4815,"Zapya - File Transfer, Sharing",TOOLS,4.6,387.958,9.0,10000000.0,Free,0.0,Teen,Tools,"July 16, 2018",5.6.2 (US),4.0.3 and up
4816,Experiment Z - Zombie,GAME,4.0,229.329,88.0,10000000.0,Free,0.0,Mature 17+,Action,"December 4, 2017",2.14,4.1 and up
4817,War Z 2,FAMILY,4.5,97.071,87.0,5000000.0,Free,0.0,Teen,Strategy,"April 3, 2018",0.1.219,2.3.3 and up
4818,Last Empire - War Z: Strategy,FAMILY,4.2,853.495,78.0,50000000.0,Free,0.0,Teen,Strategy,"August 2, 2018",1.0.208,4.0.3 and up
4819,Z Day: Hearts of Heroes,FAMILY,3.9,5.894,67.0,1000000.0,Free,0.0,Everyone 10+,Strategy,"July 11, 2018",1.0.2,4.0.3 and up
4820,Z Champions,GAME,4.7,96.028,59.0,1000000.0,Free,0.0,Teen,Arcade,"May 28, 2018",Varies with device,4.0 and up
4822,CPU-Z,TOOLS,4.5,295.43,1.4,10000000.0,Free,0.0,Everyone,Tools,"April 17, 2018",1.26,2.2 and up
4823,WithstandZ - Zombie Survival!,GAME,4.3,121.612,59.0,1000000.0,Free,0.0,Teen,Action,"December 28, 2017",1.0.6.4,4.0 and up
4825,Empire Z: Endless War,FAMILY,4.2,367.951,76.0,5000000.0,Free,0.0,Teen,Strategy,"July 16, 2018",2.2.8,4.0.3 and up
4826,Zombie War Z : Hero Survival Rules,GAME,3.9,1.987,62.0,100000.0,Free,0.0,Mature 17+,Action,"December 13, 2017",1.8,4.0.3 and up
4827,DRAGON BALL Z DOKKAN BATTLE,GAME,4.1,650.114,80.0,10000000.0,Free,0.0,Teen,Action,"July 3, 2018",3.11.0,4.0.3 and up
4828,Moto Z Market,TOOLS,2.2,0.605,3.8,1000000.0,Free,0.0,Everyone,Tools,"December 18, 2017",02.02.0045,5.0 and up
4829,Cube Z (Pixel Zombies),GAME,4.2,41.444,56.0,1000000.0,Free,0.0,Teen,Action,"July 31, 2016",1.0.11,4.0.3 and up
4830,Z War-Zombie Modern Combat,FAMILY,4.2,62.301,72.0,5000000.0,Free,0.0,Teen,Strategy,"August 1, 2018",1.60,4.1 and up
4831,Z App,LIFESTYLE,2.8,0.405,25.0,50000.0,Free,0.0,Everyone,Lifestyle,"June 22, 2018",4.2.45,4.4 and up
4832,GALAK-Z: Variant Mobile,GAME,3.9,0.145,79.0,10000.0,Free,0.0,Everyone,Action,"July 30, 2018",1.7.6,4.4 and up
4833,Z City,FAMILY,4.3,3.976,98.0,100000.0,Free,0.0,Teen,Strategy,"January 29, 2018",1.1.6,4.0 and up
4835,Reload: The Z-Team,GAME,4.3,1.655,91.0,100000.0,Free,0.0,Everyone 10+,Action,"February 28, 2018",1.6.2,4.4 and up
4836,Rage Z: Multiplayer Zombie FPS Online Shooter,GAME,4.1,11.258,44.0,500000.0,Free,0.0,Mature 17+,Action,"December 8, 2016",1.25,4.2 and up
4837,Pixel Z Gunner 3D - Battle Survival Fps,GAME,4.2,11.408,96.0,1000000.0,Free,0.0,Teen,Action,"July 6, 2018",4.1,4.0 and up
4838,Saiyan Z: Super SSJ Ultimate Combat,GAME,4.4,0.306,61.0,10000.0,Free,0.0,Everyone,Adventure,"April 18, 2018",2.0.2,4.0 and up
4839,Mini DAYZ: Zombie Survival,GAME,4.1,94.661,,1000000.0,Free,0.0,Teen,Action,"June 8, 2018",1.4.0,4.4 and up
4840,Z-Empire: Dead Strike,FAMILY,4.6,0.099,19.0,10000.0,Free,0.0,Teen,Strategy,"June 8, 2018",1.8.7,4.0.3 and up
4842,Zombie Avengers:(Dreamsky)Stickman War Z,GAME,4.3,13.604,96.0,1000000.0,Paid,0.99,Teen,Action,"June 26, 2018",2.4.4,2.3 and up
4844,ZArchiver Donate,TOOLS,4.8,1.721,,10000.0,Paid,2.5,Everyone,Tools,"February 16, 2018",Varies with device,Varies with device
4847,Route Z,GAME,3.9,24.697,16.0,500000.0,Free,0.0,Teen,Action,"July 10, 2015",1.5,4.0 and up
4849,Dragon X Adventure: Warrior Z,GAME,4.3,8.537,29.0,100000.0,Free,0.0,Everyone 10+,Action,"November 3, 2015",1.1.4,2.3 and up
4850,Ultimate Fighter Z,GAME,4.3,0.18,24.0,5000.0,Free,0.0,Everyone,Action,"July 16, 2018",2.0,4.4 and up
